[20:13:22][no_game_date][dlc.cpp:222]: Invalid supported_version in  file: mod/ugc_3047188499.mod line: 7
[20:13:22][no_game_date][dlc.cpp:222]: Invalid supported_version in  file: mod/ugc_3375256356.mod line: 6
[20:13:22][no_game_date][persistent.cpp:66]: Error: "Unexpected token: thumbnail.png, near line: 8" in file: "mod/ugc_3585920882.mod" near line: 8
Error reading division names group - Airborne Division. There is unknown tag in for_countries scope: CHA: }, near line: 348
Error reading division names group - Airborne Division. There is unknown tag in for_countries scope: CMR: }, near line: 348
Error reading division names group - Airborne Division. There is unknown tag in for_countries scope: DAH: }, near line: 348
Error reading division names group - Airborne Division. There is unknown tag in for_countries scope: GAB: }, near line: 348
Error reading division names group - Airborne Division. There is unknown tag in for_countries scope: GDL: }, near line: 348
Error reading division names group - Airborne Division. There is unknown tag in for_countries scope: GNA: }, near line: 348
Error reading division names group - Airborne Division. There is unknown tag in for_countries scope: IVO: }, near line: 348
Error reading division names group - Airborne Division. There is unknown tag in for_countries scope: MAD: }, near line: 348
Error reading division names group - Airborne Division. There is unknown tag in for_countries scope: MLI: }, near line: 348
Error reading division names group - Airborne Division. There is unknown tag in for_countries scope: NGR: }, near line: 348
Error reading division names group - Airborne Division. There is unknown tag in for_countries scope: RCG: }, near line: 348
Error reading division names group - Airborne Division. There is unknown tag in for_countries scope: RWA: }, near line: 348
Error reading division names group - Airborne Division. There is unknown tag in for_countries scope: SEN: }, near line: 348
Error reading division names group - Airborne Division. There is unknown tag in for_countries scope: TOG: }, near line: 348
Error reading division names group - Airborne Division. There is unknown tag in for_countries scope: VOL: }, near line: 348" in file: "common/units/names_divisions/FREN_names_divisions.txt" near line: 348
[20:13:38][no_game_date][persistent.cpp:66]: Error: "Error reading division names group - Marine Division. There is unknown tag in for_countries scope: BRD: }, near line: 380
Error reading division names group - Marine Division. There is unknown tag in for_countries scope: CAR: }, near line: 380
Error reading division names group - Marine Division. There is unknown tag in for_countries scope: CAY: }, near line: 380
Error reading division names group - Marine Division. There is unknown tag in for_countries scope: CHA: }, near line: 380
Error reading division names group - Marine Division. There is unknown tag in for_countries scope: CMR: }, near line: 380
Error reading division names group - Marine Division. There is unknown tag in for_countries scope: DAH: }, near line: 380
Error reading division names group - Marine Division. There is unknown tag in for_countries scope: GAB: }, near line: 380
Error reading division names group - Marine Division. There is unknown tag in for_countries scope: GDL: }, near line: 380
Error reading division names group - Marine Division. There is unknown tag in for_countries scope: GNA: }, near line: 380
Error reading division names group - Marine Division. There is unknown tag in for_countries scope: IVO: }, near line: 380
Error reading division names group - Marine Division. There is unknown tag in for_countries scope: MAD: }, near line: 380
Error reading division names group - Marine Division. There is unknown tag in for_countries scope: MLI: }, near line: 380
Error reading division names group - Marine Division. There is unknown tag in for_countries scope: NGR: }, near line: 380
Error reading division names group - Marine Division. There is unknown tag in for_countries scope: RCG: }, near line: 380
Error reading division names group - Marine Division. There is unknown tag in for_countries scope: RWA: }, near line: 380
Error reading division names group - Marine Division. There is unknown tag in for_countries scope: SEN: }, near line: 380
Error reading division names group - Marine Division. There is unknown tag in for_countries scope: TOG: }, near line: 380
Error reading division names group - Marine Division. There is unknown tag in for_countries scope: VOL: }, near line: 380" in file: "common/units/names_divisions/FREN_names_divisions.txt" near line: 380
[20:13:38][no_game_date][persistent.cpp:66]: Error: "Error reading division names group - Mountain Division. There is unknown tag in for_countries scope: BRD: }, near line: 412
Error reading division names group - Mountain Division. There is unknown tag in for_countries scope: CAR: }, near line: 412
Error reading division names group - Mountain Division. There is unknown tag in for_countries scope: CAY: }, near line: 412
Error reading division names group - Mountain Division. There is unknown tag in for_countries scope: CHA: }, near line: 412
Error reading division names group - Mountain Division. There is unknown tag in for_countries scope: CMR: }, near line: 412
Error reading division names group - Mountain Division. There is unknown tag in for_countries scope: DAH: }, near line: 412
Error reading division names group - Mountain Division. There is unknown tag in for_countries scope: GAB: }, near line: 412
Error reading division names group - Mountain Division. There is unknown tag in for_countries scope: GDL: }, near line: 412
Error reading division names group - Mountain Division. There is unknown tag in for_countries scope: GNA: }, near line: 412
Error reading division names group - Mountain Division. There is unknown tag in for_countries scope: IVO: }, near line: 412
Error reading division names group - Mountain Division. There is unknown tag in for_countries scope: MAD: }, near line: 412
Error reading division names group - Mountain Division. There is unknown tag in for_countries scope: MLI: }, near line: 412
Error reading division names group - Mountain Division. There is unknown tag in for_countries scope: NGR: }, near line: 412
Error reading division names group - Mountain Division. There is unknown tag in for_countries scope: RCG: }, near line: 412
Error reading division names group - Mountain Division. There is unknown tag in for_countries scope: RWA: }, near line: 412
Error reading division names group - Mountain Division. There is unknown tag in for_countries scope: SEN: }, near line: 412
Error reading division names group - Mountain Division. There is unknown tag in for_countries scope: TOG: }, near line: 412
Error reading division names group - Mountain Division. There is unknown tag in for_countries scope: VOL: }, near line: 412" in file: "common/units/names_divisions/FREN_names_divisions.txt" near line: 412
[20:13:38][no_game_date][persistent.cpp:66]: Error: "Error reading division names group - Garrison Division. There is unknown tag in for_countries scope: BRD: }, near line: 444
Error reading division names group - Garrison Division. There is unknown tag in for_countries scope: CAR: }, near line: 444
Error reading division names group - Garrison Division. There is unknown tag in for_countries scope: CAY: }, near line: 444
Error reading division names group - Garrison Division. There is unknown tag in for_countries scope: CHA: }, near line: 444
Error reading division names group - Garrison Division. There is unknown tag in for_countries scope: CMR: }, near line: 444
Error reading division names group - Garrison Division. There is unknown tag in for_countries scope: DAH: }, near line: 444
Error reading division names group - Garrison Division. There is unknown tag in for_countries scope: GAB: }, near line: 444
Error reading division names group - Garrison Division. There is unknown tag in for_countries scope: GDL: }, near line: 444
Error reading division names group - Garrison Division. There is unknown tag in for_countries scope: GNA: }, near line: 444
Error reading division names group - Garrison Division. There is unknown tag in for_countries scope: IVO: }, near line: 444
Error reading division names group - Garrison Division. There is unknown tag in for_countries scope: MAD: }, near line: 444
Error reading division names group - Garrison Division. There is unknown tag in for_countries scope: MLI: }, near line: 444
Error reading division names group - Garrison Division. There is unknown tag in for_countries scope: NGR: }, near line: 444
Error reading division names group - Garrison Division. There is unknown tag in for_countries scope: RCG: }, near line: 444
Error reading division names group - Garrison Division. There is unknown tag in for_countries scope: RWA: }, near line: 444
Error reading division names group - Garrison Division. There is unknown tag in for_countries scope: SEN: }, near line: 444
Error reading division names group - Garrison Division. There is unknown tag in for_countries scope: TOG: }, near line: 444
Error reading division names group - Garrison Division. There is unknown tag in for_countries scope: VOL: }, near line: 444" in file: "common/units/names_divisions/FREN_names_divisions.txt" near line: 444
[20:13:38][no_game_date][persistent.cpp:66]: Error: "Error reading division names group - Ranger Divisions. There is unknown tag in for_countries scope: BRD: }, near line: 475
Error reading division names group - Ranger Divisions. There is unknown tag in for_countries scope: CAR: }, near line: 475
Error reading division names group - Ranger Divisions. There is unknown tag in for_countries scope: CAY: }, near line: 475
Error reading division names group - Ranger Divisions. There is unknown tag in for_countries scope: CHA: }, near line: 475
Error reading division names group - Ranger Divisions. There is unknown tag in for_countries scope: CMR: }, near line: 475
Error reading division names group - Ranger Divisions. There is unknown tag in for_countries scope: DAH: }, near line: 475
Error reading division names group - Ranger Divisions. There is unknown tag in for_countries scope: GAB: }, near line: 475
Error reading division names group - Ranger Divisions. There is unknown tag in for_countries scope: GDL: }, near line: 475
Error reading division names group - Ranger Divisions. There is unknown tag in for_countries scope: GNA: }, near line: 475
Error reading division names group - Ranger Divisions. There is unknown tag in for_countries scope: IVO: }, near line: 475
Error reading division names group - Ranger Divisions. There is unknown tag in for_countries scope: MAD: }, near line: 475
Error reading division names group - Ranger Divisions. There is unknown tag in for_countries scope: MLI: }, near line: 475
Error reading division names group - Ranger Divisions. There is unknown tag in for_countries scope: NGR: }, near line: 475
Error reading division names group - Ranger Divisions. There is unknown tag in for_countries scope: RCG: }, near line: 475
Error reading division names group - Ranger Divisions. There is unknown tag in for_countries scope: RWA: }, near line: 475
Error reading division names group - Ranger Divisions. There is unknown tag in for_countries scope: SEN: }, near line: 475
Error reading division names group - Ranger Divisions. There is unknown tag in for_countries scope: TOG: }, near line: 475
Error reading division names group - Ranger Divisions. There is unknown tag in for_countries scope: VOL: }, near line: 475" in file: "common/units/names_divisions/FREN_names_divisions.txt" near line: 475
[20:13:38][no_game_date][persistent.cpp:66]: Error: "Error reading division names group - Infantry Divisions. There is unknown tag in for_countries scope: HAN: }, near line: 38" in file: "common/units/names_divisions/HAN_names_divisions.txt" near line: 38
[20:13:38][no_game_date][persistent.cpp:66]: Error: "Error reading division names group - Cavalry Divisions. There is unknown tag in for_countries scope: HAN: }, near line: 110" in file: "common/units/names_divisions/HAN_names_divisions.txt" near line: 110
[20:13:38][no_game_date][persistent.cpp:66]: Error: "Error reading division names group - Motorised Divisions. There is unknown tag in for_countries scope: HAN: }, near line: 152" in file: "common/units/names_divisions/HAN_names_divisions.txt" near line: 152
[20:13:38][no_game_date][persistent.cpp:66]: Error: "Error reading division names group - Armored Divisions. There is unknown tag in for_countries scope: HAN: }, near line: 224" in file: "common/units/names_divisions/HAN_names_divisions.txt" near line: 224
[20:13:38][no_game_date][persistent.cpp:66]: Error: "Error reading division names group - Mechanized Divisions. There is unknown tag in for_countries scope: HAN: }, near line: 276" in file: "common/units/names_divisions/HAN_names_divisions.txt" near line: 276
[20:13:38][no_game_date][persistent.cpp:66]: Error: "Error reading division names group - Garrison Divisions. There is unknown tag in for_countries scope: HAN: }, near line: 348" in file: "common/units/names_divisions/HAN_names_divisions.txt" near line: 348
[20:13:38][no_game_date][persistent.cpp:66]: Error: "Error reading division names group - Marine Divisions. There is unknown tag in for_countries scope: HAN: }, near line: 423" in file: "common/units/names_divisions/HAN_names_divisions.txt" near line: 423
[20:13:38][no_game_date][persistent.cpp:66]: Error: "Error reading division names group - Mountain Divisions. There is unknown tag in for_countries scope: HAN: }, near line: 456" in file: "common/units/names_divisions/HAN_names_divisions.txt" near line: 456
[20:13:38][no_game_date][persistent.cpp:66]: Error: "Error reading division names group - Paratrooper Divisions. There is unknown tag in for_countries scope: HAN: }, near line: 512" in file: "common/units/names_divisions/HAN_names_divisions.txt" near line: 512
[20:13:38][no_game_date][persistent.cpp:66]: Error: "Error reading division names group - Ranger Divisions. There is unknown tag in for_countries scope: HAN: }, near line: 544" in file: "common/units/names_divisions/HAN_names_divisions.txt" near line: 544
[20:13:38][no_game_date][persistent.cpp:66]: Error: "Error reading division names group - Infantry Divisions. There is unknown tag in for_countries scope: MEK: }, near line: 38" in file: "common/units/names_divisions/MEK_names_divisions.txt" near line: 38
[20:13:38][no_game_date][persistent.cpp:66]: Error: "Error reading division names group - Cavalry Divisions. There is unknown tag in for_countries scope: MEK: }, near line: 110" in file: "common/units/names_divisions/MEK_names_divisions.txt" near line: 110
[20:13:38][no_game_date][persistent.cpp:66]: Error: "Error reading division names group - Motorised Divisions. There is unknown tag in for_countries scope: MEK: }, near line: 152" in file: "common/units/names_divisions/MEK_names_divisions.txt" near line: 152
[20:13:38][no_game_date][persistent.cpp:66]: Error: "Error reading division names group - Armored Divisions. There is unknown tag in for_countries scope: MEK: }, near line: 224" in file: "common/units/names_divisions/MEK_names_divisions.txt" near line: 224
[20:13:38][no_game_date][persistent.cpp:66]: Error: "Error reading division names group - Mechanized Divisions. There is unknown tag in for_countries scope: MEK: }, near line: 276" in file: "common/units/names_divisions/MEK_names_divisions.txt" near line: 276
[20:13:38][no_game_date][persistent.cpp:66]: Error: "Error reading division names group - Garrison Divisions. There is unknown tag in for_countries scope: MEK: }, near line: 348" in file: "common/units/names_divisions/MEK_names_divisions.txt" near line: 348
[20:13:38][no_game_date][persistent.cpp:66]: Error: "Error reading division names group - Marine Divisions. There is unknown tag in for_countries scope: MEK: }, near line: 423" in file: "common/units/names_divisions/MEK_names_divisions.txt" near line: 423
[20:13:38][no_game_date][persistent.cpp:66]: Error: "Error reading division names group - Mountain Divisions. There is unknown tag in for_countries scope: MEK: }, near line: 456" in file: "common/units/names_divisions/MEK_names_divisions.txt" near line: 456
[20:13:38][no_game_date][persistent.cpp:66]: Error: "Error reading division names group - Paratrooper Divisions. There is unknown tag in for_countries scope: MEK: }, near line: 512" in file: "common/units/names_divisions/MEK_names_divisions.txt" near line: 512
[20:13:38][no_game_date][persistent.cpp:66]: Error: "Error reading division names group - Ranger Divisions. There is unknown tag in for_countries scope: MEK: }, near line: 544" in file: "common/units/names_divisions/MEK_names_divisions.txt" near line: 544
[20:13:38][no_game_date][persistent.cpp:66]: Error: "Error reading division names group - Infantry Divisions. There is unknown tag in for_countries scope: PRE: }, near line: 38" in file: "common/units/names_divisions/PRE_names_divisions.txt" near line: 38
[20:13:38][no_game_date][persistent.cpp:66]: Error: "Error reading division names group - Cavalry Divisions. There is unknown tag in for_countries scope: PRE: }, near line: 110" in file: "common/units/names_divisions/PRE_names_divisions.txt" near line: 110
[20:13:38][no_game_date][persistent.cpp:66]: Error: "Error reading division names group - Motorised Divisions. There is unknown tag in for_countries scope: PRE: }, near line: 152" in file: "common/units/names_divisions/PRE_names_divisions.txt" near line: 152
[20:13:38][no_game_date][persistent.cpp:66]: Error: "Error reading division names group - Armored Divisions. There is unknown tag in for_countries scope: PRE: }, near line: 224" in file: "common/units/names_divisions/PRE_names_divisions.txt" near line: 224
[20:13:38][no_game_date][persistent.cpp:66]: Error: "Error reading division names group - Mechanized Divisions. There is unknown tag in for_countries scope: PRE: }, near line: 276" in file: "common/units/names_divisions/PRE_names_divisions.txt" near line: 276
[20:13:38][no_game_date][persistent.cpp:66]: Error: "Error reading division names group - Garrison Divisions. There is unknown tag in for_countries scope: PRE: }, near line: 348" in file: "common/units/names_divisions/PRE_names_divisions.txt" near line: 348
[20:13:38][no_game_date][persistent.cpp:66]: Error: "Error reading division names group - Marine Divisions. There is unknown tag in for_countries scope: PRE: }, near line: 423" in file: "common/units/names_divisions/PRE_names_divisions.txt" near line: 423
[20:13:38][no_game_date][persistent.cpp:66]: Error: "Error reading division names group - Mountain Divisions. There is unknown tag in for_countries scope: PRE: }, near line: 456" in file: "common/units/names_divisions/PRE_names_divisions.txt" near line: 456
[20:13:38][no_game_date][persistent.cpp:66]: Error: "Error reading division names group - Paratrooper Divisions. There is unknown tag in for_countries scope: PRE: }, near line: 512" in file: "common/units/names_divisions/PRE_names_divisions.txt" near line: 512
[20:13:38][no_game_date][persistent.cpp:66]: Error: "Error reading division names group - Ranger Divisions. There is unknown tag in for_countries scope: PRE: }, near line: 544" in file: "common/units/names_divisions/PRE_names_divisions.txt" near line: 544
[20:13:38][no_game_date][persistent.cpp:66]: Error: "Error reading division names group - Sikh Division. There is unknown tag in for_countries scope: BAN: }, near line: 818" in file: "common/units/names_divisions/RAJ_names_divisions.txt" near line: 818
[20:13:38][no_game_date][persistent.cpp:66]: Error: "Error reading division names group - Infantry Divisions. There is unknown tag in for_countries scope: SAX: }, near line: 38" in file: "common/units/names_divisions/SAX_names_divisions.txt" near line: 38
[20:13:38][no_game_date][persistent.cpp:66]: Error: "Error reading division names group - Cavalry Divisions. There is unknown tag in for_countries scope: SAX: }, near line: 110" in file: "common/units/names_divisions/SAX_names_divisions.txt" near line: 110
[20:13:38][no_game_date][persistent.cpp:66]: Error: "Error reading division names group - Motorised Divisions. There is unknown tag in for_countries scope: SAX: }, near line: 152" in file: "common/units/names_divisions/SAX_names_divisions.txt" near line: 152
[20:13:38][no_game_date][persistent.cpp:66]: Error: "Error reading division names group - Armored Divisions. There is unknown tag in for_countries scope: SAX: }, near line: 224" in file: "common/units/names_divisions/SAX_names_divisions.txt" near line: 224
[20:13:38][no_game_date][persistent.cpp:66]: Error: "Error reading division names group - Mechanized Divisions. There is unknown tag in for_countries scope: SAX: }, near line: 276" in file: "common/units/names_divisions/SAX_names_divisions.txt" near line: 276
[20:13:38][no_game_date][persistent.cpp:66]: Error: "Error reading division names group - Garrison Divisions. There is unknown tag in for_countries scope: SAX: }, near line: 348" in file: "common/units/names_divisions/SAX_names_divisions.txt" near line: 348
[20:13:38][no_game_date][persistent.cpp:66]: Error: "Error reading division names group - Marine Divisions. There is unknown tag in for_countries scope: SAX: }, near line: 423" in file: "common/units/names_divisions/SAX_names_divisions.txt" near line: 423
[20:13:38][no_game_date][persistent.cpp:66]: Error: "Error reading division names group - Mountain Divisions. There is unknown tag in for_countries scope: SAX: }, near line: 456" in file: "common/units/names_divisions/SAX_names_divisions.txt" near line: 456
[20:13:38][no_game_date][persistent.cpp:66]: Error: "Error reading division names group - Paratrooper Divisions. There is unknown tag in for_countries scope: SAX: }, near line: 512" in file: "common/units/names_divisions/SAX_names_divisions.txt" near line: 512
[20:13:38][no_game_date][persistent.cpp:66]: Error: "Error reading division names group - Ranger Divisions. There is unknown tag in for_countries scope: SAX: }, near line: 544" in file: "common/units/names_divisions/SAX_names_divisions.txt" near line: 544
[20:13:38][no_game_date][persistent.cpp:66]: Error: "Error reading division names group - Infantry Divisions. There is unknown tag in for_countries scope: SHL: }, near line: 38" in file: "common/units/names_divisions/SHL_names_divisions.txt" near line: 38
[20:13:38][no_game_date][persistent.cpp:66]: Error: "Error reading division names group - Cavalry Divisions. There is unknown tag in for_countries scope: SHL: }, near line: 110" in file: "common/units/names_divisions/SHL_names_divisions.txt" near line: 110
[20:13:38][no_game_date][persistent.cpp:66]: Error: "Error reading division names group - Motorised Divisions. There is unknown tag in for_countries scope: SHL: }, near line: 152" in file: "common/units/names_divisions/SHL_names_divisions.txt" near line: 152
[20:13:38][no_game_date][persistent.cpp:66]: Error: "Error reading division names group - Armored Divisions. There is unknown tag in for_countries scope: SHL: }, near line: 224" in file: "common/units/names_divisions/SHL_names_divisions.txt" near line: 224
[20:13:38][no_game_date][persistent.cpp:66]: Error: "Error reading division names group - Mechanized Divisions. There is unknown tag in for_countries scope: SHL: }, near line: 276" in file: "common/units/names_divisions/SHL_names_divisions.txt" near line: 276
[20:13:38][no_game_date][persistent.cpp:66]: Error: "Error reading division names group - Garrison Divisions. There is unknown tag in for_countries scope: SHL: }, near line: 348" in file: "common/units/names_divisions/SHL_names_divisions.txt" near line: 348
[20:13:38][no_game_date][persistent.cpp:66]: Error: "Error reading division names group - Marine Divisions. There is unknown tag in for_countries scope: SHL: }, near line: 423" in file: "common/units/names_divisions/SHL_names_divisions.txt" near line: 423
[20:13:38][no_game_date][persistent.cpp:66]: Error: "Error reading division names group - Mountain Divisions. There is unknown tag in for_countries scope: SHL: }, near line: 456" in file: "common/units/names_divisions/SHL_names_divisions.txt" near line: 456
[20:13:38][no_game_date][persistent.cpp:66]: Error: "Error reading division names group - Paratrooper Divisions. There is unknown tag in for_countries scope: SHL: }, near line: 512" in file: "common/units/names_divisions/SHL_names_divisions.txt" near line: 512
[20:13:38][no_game_date][persistent.cpp:66]: Error: "Error reading division names group - Ranger Divisions. There is unknown tag in for_countries scope: SHL: }, near line: 544" in file: "common/units/names_divisions/SHL_names_divisions.txt" near line: 544
[20:13:38][no_game_date][persistent.cpp:66]: Error: "Error reading division names group - Infantry Division. There is unknown tag in for_countries scope: EQG: }, near line: 41" in file: "common/units/names_divisions/SPAN_names_divisions.txt" near line: 41
[20:13:38][no_game_date][persistent.cpp:66]: Error: "Error reading division names group - Infantry Brigade. There is unknown tag in for_countries scope: EQG: }, near line: 83" in file: "common/units/names_divisions/SPAN_names_divisions.txt" near line: 83
[20:13:38][no_game_date][persistent.cpp:66]: Error: "Error reading division names group - Cavalry Division. There is unknown tag in for_countries scope: EQG: }, near line: 209" in file: "common/units/names_divisions/SPAN_names_divisions.txt" near line: 209
[20:13:38][no_game_date][persistent.cpp:66]: Error: "Error reading division names group - Cavalry Brigade. There is unknown tag in for_countries scope: EQG: }, near line: 241" in file: "common/units/names_divisions/SPAN_names_divisions.txt" near line: 241
[20:13:38][no_game_date][persistent.cpp:66]: Error: "Error reading division names group - Motorized Division. There is unknown tag in for_countries scope: EQG: }, near line: 273" in file: "common/units/names_divisions/SPAN_names_divisions.txt" near line: 273
[20:13:38][no_game_date][persistent.cpp:66]: Error: "Error reading division names group - Mechanized Division. There is unknown tag in for_countries scope: EQG: }, near line: 337" in file: "common/units/names_divisions/SPAN_names_divisions.txt" near line: 337
[20:13:38][no_game_date][persistent.cpp:66]: Error: "Error reading division names group - Armored Division. There is unknown tag in for_countries scope: EQG: }, near line: 401" in file: "common/units/names_divisions/SPAN_names_divisions.txt" near line: 401
[20:13:38][no_game_date][persistent.cpp:66]: Error: "Error reading division names group - Parachute Division. There is unknown tag in for_countries scope: EQG: }, near line: 433" in file: "common/units/names_divisions/SPAN_names_divisions.txt" near line: 433
[20:13:38][no_game_date][persistent.cpp:66]: Error: "Error reading division names group - Marine Infantry Division. There is unknown tag in for_countries scope: EQG: }, near line: 497" in file: "common/units/names_divisions/SPAN_names_divisions.txt" near line: 497
[20:13:38][no_game_date][persistent.cpp:66]: Error: "Error reading division names group - Mountain Division. There is unknown tag in for_countries scope: EQG: }, near line: 529" in file: "common/units/names_divisions/SPAN_names_divisions.txt" near line: 529
[20:13:38][no_game_date][persistent.cpp:66]: Error: "Error reading division names group - Garrison Division. There is unknown tag in for_countries scope: EQG: }, near line: 593" in file: "common/units/names_divisions/SPAN_names_divisions.txt" near line: 593
[20:13:38][no_game_date][persistent.cpp:66]: Error: "Error reading division names group - Infantry Divisions. There is unknown tag in for_countries scope: WUR: }, near line: 38" in file: "common/units/names_divisions/WUR_names_divisions.txt" near line: 38
[20:13:38][no_game_date][persistent.cpp:66]: Error: "Error reading division names group - Cavalry Divisions. There is unknown tag in for_countries scope: WUR: }, near line: 110" in file: "common/units/names_divisions/WUR_names_divisions.txt" near line: 110
[20:13:38][no_game_date][persistent.cpp:66]: Error: "Error reading division names group - Motorised Divisions. There is unknown tag in for_countries scope: WUR: }, near line: 152" in file: "common/units/names_divisions/WUR_names_divisions.txt" near line: 152
[20:13:38][no_game_date][persistent.cpp:66]: Error: "Error reading division names group - Armored Divisions. There is unknown tag in for_countries scope: WUR: }, near line: 224" in file: "common/units/names_divisions/WUR_names_divisions.txt" near line: 224
[20:13:38][no_game_date][persistent.cpp:66]: Error: "Error reading division names group - Mechanized Divisions. There is unknown tag in for_countries scope: WUR: }, near line: 276" in file: "common/units/names_divisions/WUR_names_divisions.txt" near line: 276
[20:13:38][no_game_date][persistent.cpp:66]: Error: "Error reading division names group - Garrison Divisions. There is unknown tag in for_countries scope: WUR: }, near line: 348" in file: "common/units/names_divisions/WUR_names_divisions.txt" near line: 348
[20:13:38][no_game_date][persistent.cpp:66]: Error: "Error reading division names group - Marine Divisions. There is unknown tag in for_countries scope: WUR: }, near line: 423" in file: "common/units/names_divisions/WUR_names_divisions.txt" near line: 423
[20:13:38][no_game_date][persistent.cpp:66]: Error: "Error reading division names group - Mountain Divisions. There is unknown tag in for_countries scope: WUR: }, near line: 456" in file: "common/units/names_divisions/WUR_names_divisions.txt" near line: 456
[20:13:38][no_game_date][persistent.cpp:66]: Error: "Error reading division names group - Paratrooper Divisions. There is unknown tag in for_countries scope: WUR: }, near line: 512" in file: "common/units/names_divisions/WUR_names_divisions.txt" near line: 512
[20:13:38][no_game_date][persistent.cpp:66]: Error: "Error reading division names group - Ranger Divisions. There is unknown tag in for_countries scope: WUR: }, near line: 544" in file: "common/units/names_divisions/WUR_names_divisions.txt" near line: 544
[20:13:38][no_game_date][persistent.cpp:66]: Error: "Error reading division names group - NAME_THEME_CONFEDERATE_DESTROYERS. There is unknown tag in for_countries scope: CSA: }, near line: 485" in file: "common/units/names_ships/USA_ship_names.txt" near line: 485
[20:13:38][no_game_date][persistent.cpp:66]: Error: "Error reading division names group - NAME_THEME_CONFEDERATE_CL. There is unknown tag in for_countries scope: CSA: }, near line: 519" in file: "common/units/names_ships/USA_ship_names.txt" near line: 519
[20:13:38][no_game_date][persistent.cpp:66]: Error: "Error reading division names group - NAME_THEME_CONFEDERATE_CA. There is unknown tag in for_countries scope: CSA: }, near line: 550" in file: "common/units/names_ships/USA_ship_names.txt" near line: 550
[20:13:38][no_game_date][persistent.cpp:66]: Error: "Error reading division names group - NAME_THEME_CONFEDERATE_BB. There is unknown tag in for_countries scope: CSA: }, near line: 577" in file: "common/units/names_ships/USA_ship_names.txt" near line: 577
[20:13:38][no_game_date][persistent.cpp:66]: Error: "Error reading division names group - NAME_THEME_CONFEDERATE_BC. There is unknown tag in for_countries scope: CSA: }, near line: 600" in file: "common/units/names_ships/USA_ship_names.txt" near line: 600
[20:13:38][no_game_date][persistent.cpp:66]: Error: "Error reading division names group - NAME_THEME_CONFEDERATE_CARRIERS. There is unknown tag in for_countries scope: CSA: }, near line: 623" in file: "common/units/names_ships/USA_ship_names.txt" near line: 623
[20:13:38][no_game_date][persistent.cpp:66]: Error: "Error reading division names group - NAME_THEME_CONFEDERATE_SUBMARINES. There is unknown tag in for_countries scope: CSA: }, near line: 647" in file: "common/units/names_ships/USA_ship_names.txt" near line: 647
[20:13:38][no_game_date][persistent.cpp:66]: Error: "Error reading division names group - ENG_HISTORICAL_OPERATIVES. There is unknown tag in for_countries scope: SCO: }, near line: 6
Error reading division names group - ENG_HISTORICAL_OPERATIVES. There is unknown tag in for_countries scope: WLS: }, near line: 6
Error reading division names group - ENG_HISTORICAL_OPERATIVES. There is unknown tag in for_countries scope: NIR: }, near line: 6" in file: "common/units/codenames_operatives/ENG_operative_codenames.txt" near line: 6
[20:13:38][no_game_date][persistent.cpp:66]: Error: "Error reading division names group - ROM_OPERATIVE_CODENAME_HISTORICAL. There is unknown tag in for_countries scope: MOL: }, near line: 4" in file: "common/units/codenames_operatives/ROM_operative_codenames.txt" near line: 4
[20:13:38][no_game_date][persistent.cpp:66]: Error: "Error reading division names group - SPR_OPERATIVE_CODENAME_HISTORICAL. There is unknown tag in for_countries scope: CAT: }, near line: 4
Error reading division names group - SPR_OPERATIVE_CODENAME_HISTORICAL. There is unknown tag in for_countries scope: GLC: }, near line: 4
Error reading division names group - SPR_OPERATIVE_CODENAME_HISTORICAL. There is unknown tag in for_countries scope: NAV: }, near line: 4" in file: "common/units/codenames_operatives/SPR_operative_codenames.txt" near line: 4
[20:13:38][no_game_date][trigger.cpp:700]: Invalid trigger 'BRM' in common/ideas/british_raj_goe.txt line : 788
[20:13:38][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: BRM, near line: 788" in file: "common/ideas/british_raj_goe.txt" near line: 799
[20:13:38][no_game_date][trigger.cpp:700]: Invalid trigger 'NXM' in common/factions/goals/faction_goals_short_term.txt line : 178
[20:13:38][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: NXM, near line: 178" in file: "common/factions/goals/faction_goals_short_term.txt" near line: 186
[20:13:38][no_game_date][trigger.cpp:700]: Invalid trigger 'GSM' in common/factions/goals/faction_goals_short_term.txt line : 188
[20:13:38][no_game_date][trigger.cpp:700]: Invalid trigger 'HBC' in common/factions/goals/faction_goals_short_term.txt line : 193
[20:13:38][no_game_date][trigger.cpp:700]: Invalid trigger 'XIC' in common/factions/goals/faction_goals_short_term.txt line : 198
[20:13:38][no_game_date][trigger.cpp:700]: Invalid trigger 'SND' in common/factions/goals/faction_goals_short_term.txt line : 203
[20:13:38][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: GSM, near line: 188
Unknown trigger-type: HBC, near line: 193
Unknown trigger-type: XIC, near line: 198
Unknown trigger-type: SND, near line: 203" in file: "common/factions/goals/faction_goals_short_term.txt" near line: 209
[20:13:38][no_game_date][trigger.cpp:700]: Invalid trigger 'KHM' in common/factions/goals/faction_goals_short_term.txt line : 541
[20:13:38][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: KHM, near line: 541" in file: "common/factions/goals/faction_goals_short_term.txt" near line: 549
[20:13:38][no_game_date][trigger.cpp:700]: Invalid trigger 'SIC' in common/factions/goals/faction_goals_short_term.txt line : 551
